ECH;Largeur;Famille;Genre;Espèce;Sexe;Espece_Conc;ITD;Size;Parrain;Coll.;Dét.;ID;Commune;Addresse;Latitude;Longitude;Nombre de nid;Longueur des nids;Largeur trottoir;date observation;photos;hauteur façade en face;Situation des nids;remarque
15;1,3;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;1,6;6;(Kirby 1802);G. Noël;G. Noël;15;Uccle;Avenue de la Floride, 75;50,8066565;4,3659904;5&10;1;;11.IV.2020;14h45;Dalles béton;Trottoir;Site_Pot
15;0,6;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;1,6;6;(Kirby 1802);G. Noël;G. Noël;15;Uccle;Avenue de la Floride, 75;50,8066565;4,3659904;5&10;1;;11.IV.2020;14h45;Dalles béton;Trottoir;Site_Pot
15;0,5;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;1,6;6;(Kirby 1802);G. Noël;G. Noël;15;Uccle;Avenue de la Floride, 75;50,8066565;4,3659904;5&10;1;;11.IV.2020;14h45;Dalles béton;Trottoir;Site_Pot
15;0,7;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;1,6;6;(Kirby 1802);G. Noël;G. Noël;15;Uccle;Avenue de la Floride, 75;50,8066565;4,3659904;5&10;1;;11.IV.2020;14h45;Dalles béton;Trottoir;Site_Pot
V13;0,6;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;1,8;6,5;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir;Formulaire
V13;2;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;1,8;6,5;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir;Formulaire
V13;0,7;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;1,8;6,5;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir;Formulaire
V13;0,7;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;1,8;6,5;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir;Formulaire
V13;0,7;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;1,8;6,5;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir;Formulaire
V13;0,7;Halictidae;Lasioglossum;fulvicorne;female;Lasioglossum_fulvicorne;1,8;6,5;(Kirby 1802);V. Van Keymeulen;G. Noël;V13;Woluwé-Saint-Lambert;Rue Verheyweghen, toute la rue;50,8466;4,3528;500;3,333333333;3;28.V.2020;15H00;dalles béton;Trottoir;Formulaire
0;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;7,4;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir;Site_Pot
0;0,3;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;7,4;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir;Site_Pot
0;0,3;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;7,4;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir;Site_Pot
0;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;7,4;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir;Site_Pot
0;0,4;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;7,4;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir;Site_Pot
0;0,3;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;7,4;(Schenck 1868);G. Noël;J. Bonnet;0;Etterbeek;Rue Dekens entre les numéros 7-11;50,8387758;4,387673;200;5;;05.IV.2020;17h00;Pavés Grès;Pas de maison_Trottoir;Site_Pot
1;0,6;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,9;(Schenck 1868);G. Noël;J. Bonnet;1;Ixelles;Rue du Viaduc 126;50,8348832;4,3733978;5;1;;08.IV.2020;14h45;Dalles béton;Pas de maison;Découverte
1;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,9;(Schenck 1868);G. Noël;J. Bonnet;1;Ixelles;Rue du Viaduc 126;50,8348832;4,3733978;5;1;;08.IV.2020;14h45;Dalles béton;Pas de maison;Découverte
1;0,8;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,9;(Schenck 1868);G. Noël;J. Bonnet;1;Ixelles;Rue du Viaduc 126;50,8348832;4,3733978;5;1;;08.IV.2020;14h45;Dalles béton;Pas de maison;Découverte
1;0,8;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,9;(Schenck 1868);G. Noël;J. Bonnet;1;Ixelles;Rue du Viaduc 126;50,8348832;4,3733978;5;1;;08.IV.2020;14h45;Dalles béton;Pas de maison;Découverte
1;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,9;(Schenck 1868);G. Noël;J. Bonnet;1;Ixelles;Rue du Viaduc 126;50,8348832;4,3733978;5;1;;08.IV.2020;14h45;Dalles béton;Pas de maison;Découverte
3;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,4;6,5;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo;Découverte
3;0,4;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,4;6,5;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo;Découverte
3;0,8;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,4;6,5;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo;Découverte
3;1,2;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,4;6,5;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo;Découverte
3;0,6;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,4;6,5;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo;Découverte
3;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,4;6,5;(Schenck 1868);G. Noël;J. Bonnet;3;Ixelles;Rue du Viaduc 78;50,8348832;4,3706238;20;12;;08.IV.2020;14h30;Dalles béton;A check sur photo;Découverte
6;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,6;5,9;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir;Formulaire
6;2,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,6;5,9;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir;Formulaire
6;0,6;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,6;5,9;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir;Formulaire
6;0,8;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,6;5,9;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir;Formulaire
6;3;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,6;5,9;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir;Formulaire
6;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,6;5,9;(Schenck 1868);G. Noël;J. Bonnet;6;Ville de Bruxelles;Rue du Tenbosch 9;50,8239094;4,366009;10;2;;11.IV.2020;13h45;Dalles béton;Pas de maison_Trottoir;Formulaire
7;0,2;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,7;5,8;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison;Découverte
7;0,4;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,7;5,8;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison;Découverte
7;0,4;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,7;5,8;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison;Découverte
7;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,7;5,8;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison;Découverte
7;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,7;5,8;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison;Découverte
7;0,4;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,7;5,8;(Schenck 1868);G. Noël;J. Bonnet;7;Etterbeek;Rue Baron Lambert, 36-38;50,8351064;4,3890935;2 0;10;;10.IV.2020;14h00;Pavés grès;Pas de maison;Découverte
11;2;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;6,6;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir;Découverte
11;2,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;6,6;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir;Découverte
11;1,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;6,6;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir;Découverte
11;1,8;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;6,6;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir;Découverte
11;1,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;6,6;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir;Découverte
11;0,7;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;2;6,6;(Schenck 1868);G. Noël;J. Bonnet;11;Woluwé-Saint-Lambert;Rue Madyol 2;50,840971;4,4332703;20;5;;10.IV.2020;17h00;Pavés grès/calcaire;Pas de maison_Trottoir;Découverte
19;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,9;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne;Formulaire
19;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,9;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne;Formulaire
19;0,3;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,9;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne;Formulaire
19;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,9;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne;Formulaire
19;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,9;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne;Formulaire
19;0,5;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,9;(Schenck 1868);G. Noël;J. Bonnet;19;Berchem-Saint-Agathe;Avenue de Koekelberg, 34;50,8623683;4,3036357;10;4;0,5;22.IV.2020;15h00;Dalles céramique;Court_Interne;Formulaire
V11;1,2;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,1;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir;Formulaire
V11;2,1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,1;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir;Formulaire
V11;1,1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,1;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir;Formulaire
V11;2,1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,1;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir;Formulaire
V11;2,1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,1;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir;Formulaire
V11;1,1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,8;6,1;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V11;Ixelles;Rue Wery, 50;50,8307188;4,37595;50;2,5;2;28.V.2020;14H00;pavés grès;Trottoir;Formulaire
V12;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,6;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir;Formulaire
V12;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,6;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir;Formulaire
V12;1;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,6;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir;Formulaire
V12;0,7;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,6;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir;Formulaire
V12;0,7;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,6;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir;Formulaire
V12;1,2;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,6;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V12;Woluwé-Saint-Lambert;Rue Klakkedelle, 67;50,8483149;4,4443424;7;1,866666667;2,5;28.V.2020;16H00;dalles béton;Trottoir;Formulaire
V22;0,7;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,7;6,8;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V22;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;500;9,433962264;2;16.VI.2020;12H00;dalles béton;trottoir_cour;Formulaire
V22;0,9;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,7;6,8;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V22;Uccle;Rue de l'équateur 19-23;50,7952416;4,3627867;500;9,433962264;2;16.VI.2020;12H00;dalles béton;trottoir_cour;Formulaire
V25;0,9;Halictidae;Lasioglossum;laticeps;female;Lasioglossum_laticeps;1,9;6,7;(Schenck 1868);V. Van Keymeulen;J. Bonnet;V25;Forest;Avenue Besme 74;50,8205518;4,3372623;65;2,063492063;3,5;16.VI.2020;14H30;dalles béton abimées et pavés grès;trottoir;Formulaire
16;0,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,6;5,7;(Schenck 1868);G. Noël;G. Noël;16;Uccle;Avenue de la Floride, 4-8;50,809854;4,365408;10;4;;11.IV.2020;14h30;Dalles béton;Pas de maison_Trottoir;Site_Pot
16;0,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,6;5,7;(Schenck 1868);G. Noël;G. Noël;16;Uccle;Avenue de la Floride, 4-8;50,809854;4,365408;10;4;;11.IV.2020;14h30;Dalles béton;Pas de maison_Trottoir;Site_Pot
16;0,4;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,6;5,7;(Schenck 1868);G. Noël;G. Noël;16;Uccle;Avenue de la Floride, 4-8;50,809854;4,365408;10;4;;11.IV.2020;14h30;Dalles béton;Pas de maison_Trottoir;Site_Pot
16;0,3;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,6;5,7;(Schenck 1868);G. Noël;G. Noël;16;Uccle;Avenue de la Floride, 4-8;50,809854;4,365408;10;4;;11.IV.2020;14h30;Dalles béton;Pas de maison_Trottoir;Site_Pot
16;0,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,6;5,7;(Schenck 1868);G. Noël;G. Noël;16;Uccle;Avenue de la Floride, 4-8;50,809854;4,365408;10;4;;11.IV.2020;14h30;Dalles béton;Pas de maison_Trottoir;Site_Pot
24;0,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,7;6;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir;Découverte
24;1,9;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,7;6;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir;Découverte
24;1,7;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,7;6;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir;Découverte
24;1,4;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,7;6;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir;Découverte
24;2,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,7;6;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir;Découverte
24;0,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,7;6;(Schenck 1868);G. Noël;G. Noël;24;Watermael-Boitsfort;Archiducs, Square des Archiducs;50,80999176;4,416213965;30;20;2;15.IV.2020;16h00;Pavés grès;Trottoir;Découverte
26;1,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,5;6;(Schenck 1868);G. Noël;G. Noël;26;Watermael-Boitsfort;Drève des équipages, 34;50,7876884;4,423326;4;3;2;15.IV.2020;17h00;Dalles béton;Trottoir;Découverte
26;1,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,5;6;(Schenck 1868);G. Noël;G. Noël;26;Watermael-Boitsfort;Drève des équipages, 34;50,7876884;4,423326;4;3;2;15.IV.2020;17h00;Dalles béton;Trottoir;Découverte
26;2,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,5;6;(Schenck 1868);G. Noël;G. Noël;26;Watermael-Boitsfort;Drève des équipages, 34;50,7876884;4,423326;4;3;2;15.IV.2020;17h00;Dalles béton;Trottoir;Découverte
26;2,5;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,5;6;(Schenck 1868);G. Noël;G. Noël;26;Watermael-Boitsfort;Drève des équipages, 34;50,7876884;4,423326;4;3;2;15.IV.2020;17h00;Dalles béton;Trottoir;Découverte
V17;1;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,9;6,6;(Schenck 1868);V. Van Keymeulen;G. Noël;V17;Watermael-Boitsfort;Avenue Coloniale, 24-26;50,8036385;4,4049056;250;2,525252525;3;03.VI.2020;13H00;dalles béton;trottoir;Formulaire
V17;1,1;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,9;6,6;(Schenck 1868);V. Van Keymeulen;G. Noël;V17;Watermael-Boitsfort;Avenue Coloniale, 24-26;50,8036385;4,4049056;250;2,525252525;3;03.VI.2020;13H00;dalles béton;trottoir;Formulaire
V17;1,1;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,9;6,6;(Schenck 1868);V. Van Keymeulen;G. Noël;V17;Watermael-Boitsfort;Avenue Coloniale, 24-26;50,8036385;4,4049056;250;2,525252525;3;03.VI.2020;13H00;dalles béton;trottoir;Formulaire
V25;0,8;Halictidae;Lasioglossum;sexstrigatum;female;Lasioglossum_sexstrigatum;1,9;6,6;(Schenck 1868);V. Van Keymeulen;G. Noël;V25;Forest;Avenue Besme 74;50,8205518;4,3372623;65;2,063492063;3,5;16.VI.2020;14H30;dalles béton abimées et pavés grès;trottoir;Formulaire
G6;1,4;Crabronidae;Philanthus;triangulum;female;Philanthus_triangulum;3,7;14,2;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir;Formulaire
G6;1,4;Crabronidae;Philanthus;triangulum;female;Philanthus_triangulum;3,7;14,2;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir;Formulaire
G6;1,3;Crabronidae;Philanthus;triangulum;female;Philanthus_triangulum;3,7;14,2;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir;Formulaire
G6;1;Crabronidae;Philanthus;triangulum;female;Philanthus_triangulum;3,7;14,2;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir;Formulaire
G6;0,8;Crabronidae;Philanthus;triangulum;female;Philanthus_triangulum;3,7;14,2;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir;Formulaire
G6;2,5;Crabronidae;Philanthus;triangulum;female;Philanthus_triangulum;3,7;14,2;(Fabricius 1775);G. Noël;G. Noël;G6;Schaerbeek;Rue Victor Lefèvre, 5-21;50,8448528;4,3962065;70;50;2;27.V.2020;17H00;pavés grès;Trottoir;Formulaire
V5;1;Crabronidae;Philanthus;triangulum;female;Philanthus_triangulum;3,7;14;(Fabricius 1775);V. Van Keymeulen;G. Noël;V5;Uccle;Avenue du lycée français 5, 5a;50,7893569;4,3444865;200;3,2;2,5;21.V.2020;13H30;pavés béton carrés;trottoir_pas d'escalier;Formulaire
